N,P,K,temperature,humidity,ph,rainfall,label
22.6,74.1,29.9,28.2,65.9,6.24,80.9,Soybean
114.5,68.6,61.9,27.8,62.3,5.85,72.7,Brinjal
31.8,18.8,15.6,25.8,51.0,6.89,65.6,Sesame
85.1,38.8,37.8,28.4,73.6,5.85,284.5,Rice
92.9,49.3,39.7,22.3,52.5,7.48,105.8,Cotton
15.7,44.8,22.9,19.5,41.0,6.58,54.2,Chickpea
16.3,64.0,23.1,19.6,39.5,7.4,33.8,Chickpea
67.5,32.0,19.5,27.2,59.7,5.89,59.6,Finger Millet
23.3,42.3,16.0,28.7,50.2,6.71,52.7,Green Gram
110.0,69.3,48.2,27.0,68.8,6.26,85.1,Tomato
52.4,38.1,21.5,13.2,41.4,7.49,50.4,Mustard
16.3,51.3,21.1,31.5,56.8,6.16,65.3,Green Gram
87.9,54.1,22.0,24.6,62.2,6.52,55.7,Wheat
63.3,50.5,26.1,25.4,46.7,7.39,58.2,Sunflower
18.2,47.2,24.4,28.7,56.5,6.69,85.6,Black Gram
58.6,17.8,17.0,30.6,34.0,7.66,30.6,Pearl Millet
56.5,50.2,26.8,29.2,52.5,6.76,54.5,Sunflower
27.8,49.9,17.0,19.2,42.7,7.37,50.5,Chickpea
76.3,31.4,20.9,13.0,40.2,6.14,39.5,Mustard
30.4,20.4,10.2,30.6,37.5,5.62,61.4,Sesame
20.9,53.7,21.8,19.1,48.8,6.34,28.3,Lentil
18.2,49.9,24.7,19.4,52.2,6.57,24.7,Lentil
21.5,29.0,12.9,31.9,41.8,6.95,38.6,Sesame
130.9,56.4,84.3,17.5,58.0,6.12,42.9,Potato
69.4,34.8,21.9,22.4,65.0,5.19,89.0,Finger Millet
105.5,65.1,54.7,20.0,56.3,6.08,78.0,Tomato
15.6,44.7,23.3,22.7,42.0,6.57,41.3,Chickpea
20.5,45.9,15.5,26.0,55.4,7.5,57.3,Green Gram
112.7,56.5,35.1,27.1,78.3,5.72,168.0,Rice
77.0,33.6,18.7,34.4,34.2,6.75,74.5,Sorghum
20.4,48.1,18.9,21.5,35.9,6.05,33.7,Lentil
73.6,38.4,16.6,27.5,51.1,7.43,68.6,Sunflower
56.8,47.3,15.4,29.3,55.5,6.06,53.7,Sunflower
71.7,28.7,24.1,22.8,38.3,7.31,38.2,Mustard
119.5,53.2,65.7,27.7,60.6,5.52,55.9,Brinjal
24.4,53.4,26.4,27.4,55.9,6.47,54.7,Groundnut
31.6,77.5,20.0,29.9,62.1,6.05,112.8,Soybean
59.3,30.9,18.1,23.5,49.5,7.0,54.0,Mustard
37.5,39.5,27.0,27.7,56.6,6.16,58.4,Groundnut
84.3,48.7,46.8,21.3,56.5,7.68,96.1,Cotton
67.3,44.3,24.9,27.9,60.0,7.41,55.9,Sunflower
20.3,63.4,17.2,23.9,78.1,6.04,81.0,Soybean
26.7,43.3,21.0,15.3,45.0,6.23,27.3,Chickpea
208.4,49.3,77.6,26.8,83.5,6.31,210.5,Sugarcane
87.7,38.4,18.0,21.2,71.1,6.13,70.5,Maize
112.3,45.5,46.6,24.1,58.7,6.41,65.2,Chili
56.7,42.2,18.5,25.8,61.0,7.18,54.6,Sunflower
17.6,49.5,24.1,24.4,73.2,6.46,89.1,Black Gram
123.8,45.2,50.5,24.7,72.9,6.69,60.7,Tomato
19.6,54.0,24.4,29.8,62.0,6.68,59.2,Green Gram
26.9,51.2,28.2,25.5,66.8,6.12,60.7,Groundnut
99.5,46.4,21.9,19.3,64.7,5.83,85.3,Maize
15.6,56.1,17.6,15.5,39.6,7.2,54.1,Chickpea
23.5,44.3,21.3,26.4,63.1,6.92,70.0,Groundnut
79.3,24.6,17.2,34.8,34.4,7.48,43.0,Pearl Millet
16.4,38.5,23.6,25.9,50.1,6.41,68.9,Green Gram
17.7,48.8,22.9,25.1,55.7,7.4,63.8,Black Gram
103.4,47.6,47.2,22.2,87.4,6.43,234.8,Rice
22.6,52.2,21.3,28.1,45.9,5.94,74.0,Pigeon Pea
16.3,40.6,16.9,24.3,58.2,5.9,60.6,Pigeon Pea
16.2,40.5,17.1,19.6,53.2,6.1,41.6,Lentil
96.3,41.3,57.5,25.6,56.6,6.34,54.5,Chili
25.7,52.2,18.2,22.5,64.1,6.88,82.9,Pigeon Pea
24.8,41.7,21.0,15.9,47.1,6.09,48.8,Lentil
99.0,51.7,38.4,23.9,70.8,5.67,191.8,Rice
36.4,26.7,18.9,34.3,39.8,6.14,35.5,Sesame
41.9,29.4,16.8,31.3,31.8,6.6,58.3,Pearl Millet
18.5,62.2,15.1,17.0,54.2,6.92,30.5,Chickpea
91.7,57.4,35.3,22.9,74.2,5.53,177.2,Rice
122.6,55.1,99.6,18.2,55.6,6.01,71.1,Potato
16.6,43.7,19.0,27.8,61.7,7.12,65.4,Green Gram
59.5,33.0,23.9,29.2,47.4,5.98,87.0,Finger Millet
60.9,49.7,22.7,27.4,63.1,7.38,61.4,Sunflower
93.1,43.4,16.7,24.4,71.5,5.92,72.0,Maize
93.4,35.4,18.8,21.0,55.4,5.95,80.7,Maize
115.0,53.2,29.1,22.4,70.0,6.53,88.4,Wheat
16.9,37.3,20.9,25.3,50.3,6.85,106.4,Pigeon Pea
27.9,28.2,19.8,29.9,42.8,6.21,64.8,Sesame
73.1,37.2,15.4,22.7,50.4,7.23,68.4,Sunflower
88.2,55.4,20.5,26.7,56.0,6.41,95.9,Maize
77.9,33.0,17.8,26.6,45.9,6.9,49.0,Sorghum
26.8,51.8,16.2,26.9,53.8,6.92,67.1,Pigeon Pea
22.9,68.7,21.8,29.0,62.0,6.26,107.6,Soybean
20.7,38.5,28.8,27.7,51.6,6.96,93.9,Groundnut
24.6,44.5,24.6,23.3,64.2,6.85,73.5,Pigeon Pea
199.0,69.2,73.4,21.9,79.3,6.8,151.6,Sugarcane
119.1,46.8,38.3,22.8,62.8,7.82,90.4,Cotton
17.1,45.3,22.4,27.6,73.6,6.57,68.5,Black Gram
18.2,36.5,18.3,21.4,59.2,6.3,67.2,Pigeon Pea
23.5,50.1,21.1,25.6,54.2,7.16,64.5,Green Gram
84.9,57.3,40.6,29.8,54.0,6.11,68.8,Chili
83.7,54.7,22.2,20.4,51.3,6.87,78.1,Wheat
51.6,36.7,21.2,30.6,45.6,7.3,69.3,Sorghum
132.5,55.9,85.0,23.5,60.9,5.92,77.3,Potato
17.3,46.3,19.1,26.9,50.0,6.46,103.9,Pigeon Pea
71.9,26.1,16.5,26.6,38.7,6.34,41.3,Pearl Millet
19.4,49.5,23.9,28.7,54.1,7.4,55.6,Green Gram
30.3,36.6,20.3,28.8,61.1,6.4,71.5,Groundnut
34.3,50.9,20.8,31.3,69.4,6.17,61.2,Groundnut
52.7,30.4,22.7,23.1,50.6,6.95,45.4,Mustard
117.1,54.9,47.2,22.0,50.8,7.94,76.0,Cotton
27.2,24.6,19.2,26.5,46.3,6.65,61.5,Sesame
21.7,54.4,16.8,21.0,43.5,6.45,27.6,Lentil
93.9,43.7,49.8,26.5,74.5,5.95,171.1,Rice
18.9,46.0,19.8,23.9,42.6,7.12,23.9,Chickpea
23.7,39.8,15.8,28.3,56.7,7.01,46.3,Green Gram
94.5,48.4,15.4,12.3,66.6,6.41,75.9,Wheat
39.2,45.7,22.7,25.2,61.0,6.14,80.6,Groundnut
16.0,45.1,15.2,23.3,55.7,6.87,102.3,Pigeon Pea
170.7,66.8,45.6,27.0,79.6,6.93,226.1,Sugarcane
26.1,51.3,24.9,15.5,42.1,6.72,40.1,Chickpea
20.0,47.9,24.7,22.6,66.5,7.29,69.3,Black Gram
23.9,49.4,15.7,30.2,64.9,7.27,74.0,Black Gram
23.4,74.8,27.1,23.7,66.7,6.13,73.7,Soybean
98.2,46.7,51.0,27.7,63.5,6.29,66.4,Chili
98.7,55.3,17.5,24.9,54.6,7.41,82.5,Wheat
95.3,45.7,16.6,18.1,66.2,6.43,96.0,Maize
61.5,44.4,28.0,24.1,55.7,6.03,46.3,Sunflower
113.6,49.8,48.3,22.1,59.5,6.24,84.6,Tomato
29.4,74.9,26.7,24.8,71.5,6.83,104.4,Soybean
115.4,40.0,53.8,27.7,54.2,6.49,44.5,Chili
97.0,47.3,52.1,25.7,52.2,6.5,80.4,Cotton
23.2,48.6,20.0,21.3,54.9,5.75,66.3,Pigeon Pea
26.2,59.8,26.2,23.0,62.1,6.71,80.4,Soybean
83.0,27.9,16.6,32.4,39.0,7.01,53.5,Sorghum
108.3,56.4,50.9,26.8,61.2,6.36,68.4,Chili
114.5,47.9,57.8,23.0,56.2,6.61,80.4,Tomato
105.4,48.3,66.8,20.2,61.3,5.74,96.6,Brinjal
25.5,47.8,23.7,22.9,46.7,6.9,78.9,Pigeon Pea
22.1,71.8,23.9,24.4,60.3,6.08,89.6,Soybean
36.5,24.7,12.9,33.5,44.9,6.25,69.2,Sesame
23.8,39.0,24.5,25.4,58.8,7.06,68.5,Green Gram
56.3,21.9,18.8,21.0,60.6,5.8,88.9,Finger Millet
21.5,59.0,21.5,29.0,63.3,6.55,60.3,Groundnut
110.4,44.0,21.9,12.1,54.9,7.09,99.6,Wheat
54.3,29.8,16.8,34.5,28.6,6.81,46.6,Pearl Millet
21.6,41.2,20.4,18.4,44.5,6.92,54.8,Chickpea
116.3,46.2,19.1,21.9,59.0,7.17,53.3,Wheat
25.8,37.2,23.5,27.3,57.2,6.73,80.2,Pigeon Pea
83.1,40.6,48.5,29.1,45.7,7.62,88.1,Cotton
96.6,48.3,16.6,24.3,70.9,6.18,102.9,Maize
34.5,55.6,26.8,24.6,60.7,6.92,77.0,Soybean
28.0,29.5,16.1,32.3,41.9,6.5,44.0,Sesame
69.5,26.7,16.8,18.2,48.1,6.22,35.6,Mustard
16.5,36.8,20.6,23.1,52.8,6.45,56.3,Green Gram
99.7,35.3,44.4,22.6,72.4,5.62,247.4,Rice
86.8,55.0,44.7,26.2,47.9,6.65,80.5,Cotton
57.4,33.7,20.5,21.7,54.5,6.52,82.2,Finger Millet
79.4,49.2,21.3,27.0,65.0,7.07,70.5,Sunflower
95.8,41.9,45.1,29.6,56.2,6.33,49.5,Chili
60.4,40.2,24.5,16.8,51.6,6.29,54.2,Mustard
15.2,45.5,20.1,27.3,74.5,7.37,56.5,Black Gram
115.2,56.3,23.0,16.2,56.7,7.0,99.7,Wheat
68.8,25.4,16.0,26.7,33.7,7.46,78.0,Sorghum
38.9,20.4,11.4,28.3,35.6,5.53,48.8,Sesame
28.3,61.9,16.0,22.4,62.3,6.07,108.0,Soybean
122.8,48.1,69.4,29.9,73.7,6.14,62.3,Brinjal
22.4,50.3,24.1,26.1,69.1,7.3,56.9,Green Gram
20.8,43.8,21.7,17.8,46.7,6.88,37.8,Chickpea
65.5,33.0,19.1,27.6,48.6,5.02,51.0,Finger Millet
98.9,41.1,42.0,22.5,49.6,6.15,106.0,Cotton
93.7,42.8,22.9,26.0,63.7,6.89,78.9,Maize
21.9,42.9,18.7,26.6,53.5,6.95,59.6,Green Gram
24.7,28.6,15.0,31.6,43.3,6.45,48.5,Sesame
114.0,50.8,42.1,21.7,60.1,7.45,105.6,Cotton
28.2,41.9,22.1,24.2,40.4,6.56,42.8,Chickpea
21.8,40.0,18.1,20.4,57.7,5.87,75.2,Pigeon Pea
34.9,23.0,16.1,28.9,54.3,6.36,67.8,Sesame
56.5,26.3,23.8,22.0,65.7,6.0,52.7,Finger Millet
89.7,37.9,47.2,24.9,81.6,5.65,222.2,Rice
77.9,53.6,29.5,21.3,48.2,7.02,61.7,Sunflower
54.8,28.6,17.4,27.9,57.2,5.6,55.3,Finger Millet
25.0,48.5,24.4,24.1,39.2,6.06,49.7,Chickpea
117.4,61.3,55.4,19.0,73.2,6.51,60.3,Tomato
83.9,38.9,23.8,32.4,36.9,6.42,88.2,Sorghum
16.3,59.8,16.3,20.7,62.6,5.95,92.5,Pigeon Pea
73.1,30.8,19.1,18.8,37.7,6.04,34.6,Mustard
73.3,27.1,18.7,25.6,42.3,6.42,42.5,Pearl Millet
19.8,55.3,21.9,27.2,59.0,5.97,65.0,Pigeon Pea
88.0,44.2,16.6,20.3,64.1,6.05,96.8,Wheat
59.8,31.6,21.0,14.4,40.7,6.62,40.6,Mustard
15.2,52.8,17.3,31.3,69.3,7.14,58.1,Black Gram
31.2,69.1,21.7,24.5,70.0,6.34,107.9,Soybean
25.9,64.5,16.6,17.3,39.2,7.19,27.5,Chickpea
31.7,57.3,17.6,22.1,71.9,6.89,103.5,Soybean
85.0,54.9,47.8,28.9,60.7,6.22,79.1,Cotton
67.7,26.8,22.3,24.9,51.4,6.83,44.5,Mustard
180.3,67.6,65.2,27.2,70.2,6.91,207.6,Sugarcane
26.7,56.8,17.2,20.8,54.7,6.27,101.5,Pigeon Pea
29.8,20.7,17.2,33.8,35.1,6.9,52.9,Sesame
78.8,20.7,10.6,28.4,37.6,6.46,49.7,Pearl Millet
32.1,61.6,15.1,26.0,62.0,6.75,83.8,Soybean
96.1,52.0,24.4,23.4,69.7,7.15,70.9,Wheat
154.5,66.1,66.3,25.2,66.1,7.02,182.8,Sugarcane
107.8,51.2,88.9,19.9,68.1,6.37,42.2,Potato
21.1,48.8,17.8,26.8,50.9,7.23,84.6,Green Gram
65.7,41.7,15.0,23.1,50.6,6.59,45.3,Sunflower
59.3,26.4,12.8,28.2,48.1,6.29,44.6,Pearl Millet
18.4,41.7,15.4,28.0,67.1,6.57,74.6,Green Gram
63.6,31.3,24.4,23.0,51.9,6.77,53.7,Mustard
109.9,43.5,48.5,21.1,52.8,6.62,70.4,Chili
105.3,50.8,45.7,22.9,86.7,5.82,178.0,Rice
51.5,44.2,17.8,23.4,42.8,6.18,32.4,Mustard
95.8,59.0,25.4,14.0,66.3,6.34,61.2,Wheat
43.9,30.8,16.0,26.2,53.9,6.42,61.7,Finger Millet
70.7,27.3,21.6,15.6,35.6,6.62,43.0,Mustard
19.2,63.3,22.2,20.8,48.0,6.04,44.7,Chickpea
112.7,50.0,50.1,24.9,55.9,6.12,64.5,Cotton
21.3,57.8,24.9,21.1,49.7,6.93,107.9,Pigeon Pea
106.0,59.8,52.2,28.5,58.0,5.98,56.2,Brinjal
83.6,50.3,21.4,20.2,69.3,5.91,70.0,Maize
120.1,62.8,111.0,15.0,60.1,5.35,75.0,Potato
68.2,25.1,24.9,24.9,49.5,6.6,73.0,Finger Millet
25.3,63.7,17.7,23.1,36.1,6.81,22.8,Chickpea
105.1,55.9,104.4,21.1,63.9,6.09,66.1,Potato
30.0,24.1,13.0,27.0,45.9,6.16,48.7,Sesame
85.7,52.4,20.1,20.7,59.3,5.84,75.2,Maize
18.3,46.9,23.7,22.5,62.7,6.24,77.8,Black Gram
87.3,22.4,24.3,31.8,43.3,6.05,63.8,Sorghum
70.8,50.1,17.3,24.0,54.7,6.53,52.9,Sunflower
65.5,47.2,25.9,20.3,56.4,7.33,40.7,Sunflower
88.4,42.9,19.7,25.4,64.2,6.23,84.7,Maize
99.5,40.8,15.9,23.8,52.8,6.8,70.6,Wheat
76.7,28.3,16.3,33.1,26.7,6.74,39.4,Pearl Millet
65.7,43.7,19.5,24.7,68.0,6.55,77.6,Maize
184.4,55.5,55.2,29.9,74.6,6.98,168.9,Sugarcane
94.9,47.6,67.4,23.9,73.7,6.35,73.9,Tomato
76.4,25.8,15.8,33.0,46.6,6.93,44.3,Pearl Millet
60.5,51.1,28.8,29.0,63.4,7.36,61.1,Sunflower
65.7,35.8,20.2,12.1,35.0,6.15,33.0,Mustard
181.7,64.4,59.9,22.7,84.5,6.36,221.8,Sugarcane
16.0,53.6,18.7,22.8,57.7,6.9,65.5,Green Gram
23.1,51.5,24.5,21.7,36.3,6.7,29.6,Chickpea
87.1,37.2,37.4,26.6,74.1,5.86,225.5,Rice
191.9,49.3,48.6,28.5,80.6,6.75,186.4,Sugarcane
15.5,54.0,21.4,30.8,63.5,6.54,65.5,Green Gram
117.3,69.5,49.4,21.3,65.8,6.17,41.1,Tomato
27.4,47.6,19.0,18.2,44.3,6.43,58.5,Chickpea
108.5,54.0,46.2,29.7,79.9,6.02,214.1,Rice
51.3,33.8,20.4,22.7,62.6,6.19,99.5,Finger Millet
60.3,32.9,24.6,26.3,49.6,5.19,90.6,Finger Millet
100.8,58.6,69.3,21.2,58.2,6.51,59.4,Tomato
64.9,33.2,16.4,30.7,34.6,6.42,50.9,Sorghum
102.5,49.0,67.4,24.0,71.5,6.55,51.0,Tomato
83.3,45.9,20.8,22.7,70.2,6.14,77.7,Maize
130.0,52.1,96.8,18.5,67.0,6.16,63.6,Potato
25.3,48.0,23.3,24.2,48.9,5.93,85.3,Pigeon Pea
15.8,51.2,22.2,29.3,57.0,7.08,77.2,Black Gram
90.9,50.5,47.7,27.9,57.2,6.44,69.3,Brinjal
86.7,41.7,36.3,28.2,57.4,6.63,68.2,Cotton
31.9,19.4,17.2,33.1,40.2,5.95,58.1,Sesame
32.3,58.1,27.7,25.3,65.1,6.87,91.6,Soybean
22.3,64.4,24.4,26.4,64.6,6.34,100.7,Soybean
95.6,42.2,18.7,18.5,57.2,6.42,73.4,Maize
20.5,37.3,25.3,27.4,67.3,6.69,50.4,Groundnut
97.3,40.7,40.1,25.5,61.2,7.49,89.5,Cotton
21.5,44.9,21.2,27.4,64.8,7.06,66.4,Green Gram
120.2,62.2,48.3,25.0,70.6,5.78,93.6,Brinjal
72.7,41.6,23.8,19.9,52.2,6.02,33.2,Mustard
52.3,42.9,25.0,24.7,52.7,6.18,49.8,Sunflower
71.2,40.2,20.2,24.0,51.5,7.27,50.2,Mustard
16.1,44.8,22.7,24.2,60.4,6.36,89.7,Black Gram
54.2,27.1,19.1,31.8,46.5,6.11,59.8,Sorghum
110.6,53.5,48.2,28.4,58.7,7.07,71.8,Cotton
89.1,45.3,24.2,17.3,66.8,7.35,67.7,Wheat
116.6,53.1,113.9,23.1,59.0,5.01,71.7,Potato
23.8,45.6,20.2,20.8,50.0,6.96,22.2,Lentil
93.6,56.1,67.2,24.7,72.0,5.93,67.0,Brinjal
83.5,39.9,35.9,25.3,77.8,5.77,274.3,Rice
103.7,63.4,81.7,16.7,63.3,5.15,78.9,Potato
60.7,59.1,22.3,20.7,71.6,6.14,103.6,Maize
28.1,55.0,24.4,21.0,50.3,6.24,102.3,Pigeon Pea
94.5,39.5,23.0,23.0,62.9,5.96,103.3,Maize
109.7,59.6,107.5,16.3,57.2,6.36,62.7,Potato
115.1,44.8,51.3,26.4,77.5,5.96,195.2,Rice
31.9,74.0,28.7,22.1,76.2,6.94,109.5,Soybean
94.4,37.3,53.3,23.4,89.0,5.95,177.8,Rice
119.9,47.6,46.9,22.7,85.0,5.71,284.7,Rice
215.8,58.7,72.6,28.2,75.3,6.13,214.3,Sugarcane
100.9,43.2,47.7,25.9,64.5,6.64,75.7,Chili
19.4,36.3,23.3,16.3,53.1,6.86,33.9,Lentil
74.2,40.2,27.0,22.7,45.7,6.78,47.9,Sunflower
93.6,57.3,67.5,28.8,55.9,5.89,72.2,Brinjal
24.4,63.1,21.6,24.5,79.7,6.81,78.2,Soybean
109.5,58.4,53.5,26.5,72.3,6.48,275.8,Rice
29.4,63.9,27.7,25.6,74.5,6.1,89.8,Soybean
15.9,54.4,15.4,29.5,60.5,6.55,47.6,Green Gram
29.8,16.4,11.6,28.8,38.1,6.95,68.1,Sesame
112.7,54.5,49.8,28.6,52.4,6.91,82.3,Chili
129.9,67.4,83.1,23.4,57.9,6.38,43.0,Potato
64.1,42.5,19.4,15.7,52.9,7.29,34.9,Mustard
101.4,51.5,49.1,22.2,61.3,7.36,104.5,Cotton
56.6,21.3,17.9,27.0,45.5,7.24,42.6,Pearl Millet
30.1,64.7,22.3,29.9,64.3,6.42,84.6,Soybean
118.0,53.1,36.4,27.1,58.7,7.81,78.6,Cotton
63.9,54.6,25.2,24.1,45.5,6.85,43.8,Sunflower
62.9,33.3,20.6,28.4,33.4,6.14,81.6,Sorghum
55.1,32.0,22.7,12.4,48.5,7.22,58.0,Mustard
89.5,35.1,38.8,21.0,59.4,6.85,75.6,Cotton
44.6,25.5,18.7,21.5,65.0,6.27,59.5,Finger Millet
66.2,27.9,20.5,20.4,42.8,6.75,56.3,Mustard
134.4,50.0,80.1,22.8,56.5,5.62,57.9,Potato
200.8,62.3,73.8,28.1,73.0,6.71,221.7,Sugarcane
94.9,45.7,16.1,19.8,63.4,6.93,73.2,Wheat
50.4,29.3,20.4,21.3,52.2,5.43,60.7,Finger Millet
24.3,23.3,16.0,35.0,39.0,6.28,47.1,Sesame
16.2,48.0,20.7,27.5,55.6,6.7,87.0,Black Gram
32.7,26.2,19.3,31.5,54.4,6.02,47.2,Sesame
48.0,24.7,16.3,26.6,46.0,6.08,93.5,Finger Millet
120.0,45.9,65.0,19.4,59.4,6.58,53.2,Tomato
30.2,78.5,25.0,29.0,76.5,6.36,100.0,Soybean
24.0,27.2,11.6,27.1,42.3,6.82,39.6,Sesame
95.7,36.9,44.5,24.8,53.9,6.09,78.1,Cotton
127.7,65.4,62.1,28.4,67.0,5.67,69.6,Brinjal
23.4,45.5,17.1,27.2,61.1,7.11,53.8,Green Gram
28.9,56.2,24.2,26.3,58.4,6.71,98.7,Groundnut
101.1,56.2,55.7,29.6,58.5,5.62,94.0,Brinjal
19.4,49.0,18.0,21.7,53.1,5.85,86.7,Pigeon Pea
115.1,64.9,20.5,17.8,64.4,7.33,79.7,Wheat
83.1,59.4,54.7,29.0,80.7,5.81,272.1,Rice
70.5,23.9,11.9,31.7,40.6,7.16,44.7,Pearl Millet
17.1,41.3,16.8,24.0,42.9,6.25,33.5,Lentil
88.3,36.6,16.5,18.1,67.6,6.34,66.7,Maize
59.3,32.5,22.5,27.2,31.5,6.2,70.3,Sorghum
23.9,59.3,20.4,28.8,62.2,6.56,95.7,Groundnut
57.3,35.4,27.1,24.9,51.1,6.15,42.5,Sunflower
51.0,48.1,24.2,27.1,58.2,6.17,51.6,Sunflower
61.5,36.1,25.0,25.3,52.4,6.93,88.7,Sorghum
74.6,35.2,15.1,27.6,60.2,7.18,77.2,Sunflower
124.4,60.3,109.5,18.0,64.0,6.37,40.4,Potato
135.0,68.5,104.7,22.9,52.6,6.2,44.8,Potato
93.2,41.5,59.9,28.7,59.3,6.67,73.6,Chili
35.1,55.1,23.3,27.9,52.3,6.08,67.0,Groundnut
20.2,51.4,22.1,25.9,52.1,6.37,77.1,Pigeon Pea
71.9,29.3,15.8,15.6,40.0,6.35,35.8,Mustard
123.8,69.6,62.3,23.8,60.6,6.36,99.0,Brinjal
81.2,47.7,25.6,14.6,63.5,7.45,54.7,Wheat
60.6,16.5,10.2,34.6,34.4,7.17,32.4,Pearl Millet
20.8,51.8,23.1,27.6,62.7,6.83,71.4,Groundnut
80.9,24.7,21.8,30.7,53.2,6.58,43.3,Sorghum
173.1,66.9,48.8,21.4,69.2,6.43,161.3,Sugarcane
132.8,67.6,83.9,15.9,65.9,5.38,42.3,Potato
66.0,26.5,24.7,24.5,48.6,5.7,97.6,Finger Millet
88.1,42.5,16.1,25.0,67.9,5.86,78.0,Maize
23.9,52.2,15.8,23.1,59.9,6.91,56.0,Green Gram
65.7,37.0,20.7,20.5,41.2,6.19,52.8,Mustard
114.2,62.3,54.7,20.3,73.6,6.73,97.5,Brinjal
32.6,56.3,20.9,25.0,65.7,6.91,107.5,Soybean
65.0,35.4,22.7,25.3,57.4,6.12,60.9,Maize
110.9,43.3,29.5,17.9,54.7,6.11,58.5,Wheat
103.6,64.4,102.5,21.0,56.6,5.61,49.2,Potato
18.3,35.8,20.0,20.4,38.4,6.76,49.5,Lentil
60.9,24.4,21.6,31.3,44.8,6.02,76.4,Sorghum
64.0,21.9,19.9,34.2,31.0,6.44,50.4,Sorghum
74.0,40.3,18.2,27.8,58.7,7.02,62.1,Sunflower
70.0,44.4,26.7,26.4,46.2,6.14,41.5,Sunflower
85.0,49.3,23.3,26.2,55.2,6.61,62.6,Maize
18.9,35.0,16.2,20.3,48.5,6.42,41.9,Lentil
22.6,48.8,18.2,27.5,52.9,6.68,80.2,Green Gram
107.3,52.4,24.3,23.3,61.4,6.05,96.5,Wheat
73.9,38.6,24.3,28.4,43.2,6.32,89.8,Sorghum
85.3,45.1,40.8,20.7,54.9,6.02,52.3,Chili
120.0,52.0,50.5,27.3,66.4,6.1,49.7,Tomato
137.8,58.4,80.3,15.1,60.9,5.65,58.0,Potato
58.8,21.1,16.1,20.5,51.4,5.24,63.0,Finger Millet
112.9,49.8,61.9,25.1,74.7,6.54,53.6,Tomato
22.1,39.3,15.4,17.0,38.6,6.34,32.6,Lentil
23.4,47.4,21.4,15.3,51.6,6.79,27.8,Lentil
106.7,41.2,50.6,20.4,50.6,6.61,55.2,Chili
53.7,43.4,17.9,24.2,52.7,7.11,71.0,Sunflower
22.7,73.1,27.2,27.4,72.1,6.56,113.0,Soybean
100.6,46.7,49.8,28.5,60.0,6.29,91.1,Cotton
20.6,40.7,24.4,29.6,69.5,6.06,56.4,Green Gram
17.9,45.3,17.6,24.1,67.0,6.13,52.3,Black Gram
15.9,48.9,16.7,29.9,60.0,6.63,64.0,Black Gram
119.2,47.3,41.6,28.3,74.8,5.58,169.3,Rice
164.8,49.3,47.4,28.4,74.3,7.25,159.9,Sugarcane
115.9,59.3,48.3,29.7,61.6,6.54,81.4,Cotton
118.5,41.3,44.9,25.0,75.7,5.54,241.4,Rice
31.1,55.6,22.6,31.3,62.6,6.84,57.4,Groundnut
34.0,40.7,15.1,26.7,69.4,6.69,70.1,Groundnut
27.4,43.0,24.3,25.3,66.9,6.81,73.8,Groundnut
15.1,52.8,17.4,29.3,71.2,7.29,89.7,Black Gram
123.0,58.7,61.7,24.9,69.0,5.54,88.1,Brinjal
19.3,38.8,24.0,24.0,50.5,6.03,69.9,Green Gram
131.4,55.8,88.1,20.9,64.7,5.19,51.1,Potato
110.7,47.4,63.6,21.1,63.1,6.55,73.4,Brinjal
111.3,41.6,42.8,25.7,62.1,6.69,59.7,Chili
15.8,40.3,23.0,19.8,37.6,6.35,57.3,Chickpea
108.7,57.9,58.7,26.2,51.1,6.74,45.5,Chili
46.3,21.7,24.7,20.2,65.1,6.42,64.9,Finger Millet
22.5,41.2,18.1,23.4,36.4,6.88,27.7,Lentil
104.3,52.8,18.5,14.3,54.4,6.28,89.0,Wheat
166.8,59.4,64.6,29.5,80.2,7.01,194.9,Sugarcane
67.6,29.8,15.9,29.5,51.5,5.61,70.1,Finger Millet
124.3,60.4,111.6,23.5,57.5,5.87,43.5,Potato
40.0,39.5,16.8,25.1,63.2,6.66,92.4,Groundnut
20.3,41.4,15.8,31.0,66.1,6.21,76.1,Green Gram
115.8,68.4,47.7,19.0,72.1,6.51,78.3,Tomato
38.7,39.9,26.5,24.2,57.5,6.11,67.6,Groundnut
118.8,58.7,51.7,28.0,66.8,6.68,74.1,Tomato
26.0,16.0,12.5,27.0,45.8,6.4,56.3,Sesame
25.5,46.9,22.1,27.1,66.4,6.45,80.2,Groundnut
16.4,45.3,17.4,23.8,56.3,7.14,67.1,Black Gram
19.3,41.6,15.9,27.6,59.6,6.16,69.5,Green Gram
60.8,42.2,19.2,23.9,45.0,6.6,52.5,Mustard
114.9,50.8,68.0,25.7,73.4,5.56,67.1,Brinjal
84.4,35.0,19.4,31.1,34.0,7.01,49.0,Sorghum
82.2,41.6,45.3,25.3,57.1,6.96,106.7,Cotton
84.5,51.8,45.4,29.7,80.4,6.35,232.8,Rice
120.0,52.7,101.3,19.6,50.4,5.42,42.1,Potato
23.1,45.7,17.8,15.6,38.2,6.9,40.6,Lentil
24.8,60.6,19.2,15.7,40.5,7.47,43.9,Chickpea
31.3,19.3,13.8,33.2,38.6,5.62,46.5,Sesame
98.3,51.1,37.1,29.1,56.4,7.56,99.7,Cotton
